coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod
"{'lon': 19.24, 'lat': -34.42}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 289.94, 'pressure': 1005, 'humidity': 73, 'temp_min': 288.71, 'temp_max': 291.48}","{'speed': 3.58, 'deg': 325, 'gust': 8.05}",{'3h': 0.31},{'all': 65},1573025210,"{'type': 3, 'id': 2006131, 'country': 'ZA', 'sunrise': 1573011445, 'sunset': 1573060552}",7200,3366880,Hermanus,200
"{'lon': 139.16, 'lat': -34.85}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 291.51, 'pressure': 1011, 'humidity': 52, 'temp_min': 289.26, 'temp_max': 293.15}",10000,"{'speed': 10.8, 'deg': 240}",{'all': 40},1573025210,"{'type': 1, 'id': 9566, 'country': 'AU', 'sunrise': 1572982636, 'sunset': 1573031797}",37800,2067070,Palmer,200
"{'lon': 70.83, 'lat': 66.83}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 263.83, 'pressure': 997, 'humidity': 90, 'temp_min': 263.83, 'temp_max': 263.83, 'sea_level': 997, 'grnd_level': 995}","{'speed': 5.14, 'deg': 237}",{'all': 50},1573025211,"{'country': 'RU', 'sunrise': 1573011288, 'sunset': 1573035945}",18000,1486321,Yar-Sale,200
"{'lon': 72.89, 'lat': 2.67}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 301.27, 'pressure': 1011, 'humidity': 73, 'temp_min': 301.27, 'temp_max': 301.27, 'sea_level': 1011, 'grnd_level': 1011}","{'speed': 5.09, 'deg': 284}",{'3h': 2.25},{'all': 100},1573025211,"{'country': 'MV', 'sunrise': 1573001497, 'sunset': 1573044748}",18000,1337607,Kudahuvadhoo,200
"{'lon': -134.97, 'lat': -23.12}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,"{'temp': 297.9, 'pressure': 1018, 'humidity': 82, 'temp_min': 297.9, 'temp_max': 297.9, 'sea_level': 1018, 'grnd_level': 1018}","{'speed': 1.99, 'deg': 80}",{'all': 50},1573025211,"{'country': 'PF', 'sunrise': 1572963126, 'sunset': 1573010089}",-32400,4030556,Rikitea,200
"{'lon': -49.12, 'lat': -15.32}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 293.85, 'pressure': 1012, 'humidity': 86, 'temp_min': 293.85, 'temp_max': 293.85, 'sea_level': 1012, 'grnd_level': 925}","{'speed': 1.37, 'deg': 67}",{'3h': 1.94},{'all': 100},1573025211,"{'country': 'BR', 'sunrise': 1573029514, 'sunset': 1573075298}",-10800,3462378,Goianesia,200
"{'lon': 149.07, 'lat': -23.58}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 303.3, 'pressure': 1011, 'humidity': 12, 'temp_min': 303.3, 'temp_max': 303.3, 'sea_level': 1011, 'grnd_level': 991}","{'speed': 1.28, 'deg': 65}",{'all': 57},1573025212,"{'country': 'AU', 'sunrise': 1572981312, 'sunset': 1573028365}",36000,2175403,Bluff,200
"{'lon': -74.98, 'lat': 39.31}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 281.89, 'pressure': 1025, 'humidity': 70, 'temp_min': 278.71, 'temp_max': 284.82}",16093,"{'speed': 2.6, 'deg': 300}",{'all': 1},1573025212,"{'type': 1, 'id': 4902, 'country': 'US', 'sunrise': 1573039986, 'sunset': 1573077238}",-18000,4501427,Port Elizabeth,200
"{'lon': 47.65, 'lat': -16.8}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 297.96, 'pressure': 1017, 'humidity': 54, 'temp_min': 297.96, 'temp_max': 297.96, 'sea_level': 1017, 'grnd_level': 932}","{'speed': 5.59, 'deg': 127}",{'all': 97},1573025212,"{'country': 'MG', 'sunrise': 1573006182, 'sunset': 1573052178}",10800,1055059,Tsaratanana,200
"{'lon': 38.73, 'lat': 8.96}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 290.15, 'pressure': 1027, 'humidity': 59, 'temp_min': 290.15, 'temp_max': 290.15}",10000,"{'speed': 3.1, 'deg': 100}",{'all': 31},1573025212,"{'type': 1, 'id': 2453, 'country': 'ET', 'sunrise': 1573010127, 'sunset': 1573052515}",10800,344979,Lebu,200
"{'lon': 40.06, 'lat': 53.71}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 284.26, 'pressure': 988, 'humidity': 63, 'temp_min': 284.26, 'temp_max': 284.26}","{'speed': 2.24, 'deg': 210, 'gust': 4.02}",{'all': 73},1573025213,"{'type': 3, 'id': 2013543, 'country': 'RU', 'sunrise': 1573014486, 'sunset': 1573047517}",10800,500047,Ryazhsk,200
"{'lon': -77.04, 'lat': -12.06}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 290.15, 'pressure': 1012, 'humidity': 88, 'temp_min': 290.15, 'temp_max': 290.15}",10000,"{'speed': 3.6, 'deg': 190}",{'all': 90},1573025213,"{'type': 1, 'id': 8682, 'country': 'PE', 'sunrise': 1573036454, 'sunset': 1573081760}",-18000,3936456,Lima,200
"{'lon': -80.61, 'lat': 51.26}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 264.15, 'pressure': 1015, 'humidity': 85, 'temp_min': 264.15, 'temp_max': 264.15}",11265,"{'speed': 5.7, 'deg': 240, 'gust': 8.2}",{'all': 90},1573025213,"{'type': 1, 'id': 860, 'country': 'CA', 'sunrise': 1573043022, 'sunset': 1573076905}",-18000,6078372,Moose Factory,200
"{'lon': -94.13, 'lat': 36.19}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 285.17, 'pressure': 1024, 'humidity': 71, 'temp_min': 283.71, 'temp_max': 286.15}",16093,"{'speed': 4.1, 'deg': 120}",{'all': 90},1573024927,"{'type': 1, 'id': 5695, 'country': 'US', 'sunrise': 1573044247, 'sunset': 1573082170}",-21600,4132093,Springdale,200
"{'lon': -70.91, 'lat': -53.16}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 273.91, 'pressure': 981, 'humidity': 78, 'temp_min': 273.71, 'temp_max': 274.15}",7000,"{'speed': 10.8, 'deg': 250}",{'all': 75},1573025214,"{'type': 1, 'id': 8487, 'country': 'CL', 'sunrise': 1573030277, 'sunset': 1573084994}",-10800,3874787,Punta Arenas,200
"{'lon': -20.27, 'lat': 63.44}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 276.15, 'pressure': 1008, 'humidity': 86, 'temp_min': 276.15, 'temp_max': 276.15}",10000,"{'speed': 10.3, 'deg': 90}",{'all': 100},1573025128,"{'type': 1, 'id': 93, 'country': 'IS', 'sunrise': 1573031668, 'sunset': 1573059295}",0,3412093,Vestmannaeyjar,200
"{'lon': 170.27, 'lat': 69.7}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 264.29, 'pressure': 1023, 'humidity': 80, 'temp_min': 264.29, 'temp_max': 264.29, 'sea_level': 1023, 'grnd_level': 1022}","{'speed': 1.35, 'deg': 110}",{'all': 78},1573025215,"{'country': 'RU', 'sunrise': 1572989183, 'sunset': 1573010318}",43200,2122090,Pevek,200
"{'lon': -73.75, 'lat': 42.65}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 274.47, 'pressure': 1023, 'humidity': 80, 'temp_min': 272.59, 'temp_max': 276.48}",16093,"{'speed': 1.73, 'deg': 251}",{'all': 20},1573025215,"{'type': 1, 'id': 3273, 'country': 'US', 'sunrise': 1573040090, 'sunset': 1573076544}",-18000,5106834,Albany,200
"{'lon': -139.03, 'lat': -9.8}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 300.31, 'pressure': 1012, 'humidity': 74, 'temp_min': 300.31, 'temp_max': 300.31, 'sea_level': 1012, 'grnd_level': 1011}","{'speed': 8.38, 'deg': 99}",{'3h': 0.31},{'all': 26},1573025215,"{'country': 'PF', 'sunrise': 1572965103, 'sunset': 1573010060}",-34200,4020109,Atuona,200
"{'lon': 15.63, 'lat': 78.22}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 261.15, 'pressure': 1018, 'humidity': 72, 'temp_min': 261.15, 'temp_max': 261.15}",10000,"{'speed': 1.5, 'deg': 250}",{'all': 75},1573025216,"{'type': 1, 'id': 1663, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",3600,2729907,Longyearbyen,200
"{'lon': 88.39, 'lat': 69.49}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,"{'temp': 261.15, 'pressure': 998, 'humidity': 78, 'temp_min': 261.15, 'temp_max': 261.15}",9000,"{'speed': 6, 'deg': 140}",{'all': 100},1573025216,"{'type': 1, 'id': 8951, 'country': 'RU', 'sunrise': 1573008743, 'sunset': 1573030061}",25200,1490256,Talnakh,200
"{'lon': -173.23, 'lat': 64.42}","[{'id': 504, 'main': 'Rain', 'description': 'extreme rain', 'icon': '10n'}]",stations,"{'temp': 269.15, 'pressure': 1021, 'humidity': 73, 'temp_min': 269.15, 'temp_max': 269.15}","{'speed': 5, 'deg': 20}",{'1h': 254},{'all': 1},1573025216,"{'type': 1, 'id': 8875, 'country': 'RU', 'sunrise': 1573068858, 'sunset': 1573095528}",43200,4031574,Provideniya,200
"{'lon': 14.51, 'lat': -22.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 291.15, 'pressure': 1015, 'humidity': 68, 'temp_min': 291.15, 'temp_max': 291.15}",10000,"{'speed': 1, 'deg': 360}",{'all': 4},1573025217,"{'type': 1, 'id': 2288, 'country': 'NA', 'sunrise': 1573013647, 'sunset': 1573060621}",7200,3359638,Walvis Bay,200
"{'lon': 161.3, 'lat': 68.75}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 263.37, 'pressure': 1019, 'humidity': 76, 'temp_min': 263.37, 'temp_max': 263.37, 'sea_level': 1019, 'grnd_level': 1017}","{'speed': 1.35, 'deg': 110}",{'all': 93},1573025217,"{'country': 'RU', 'sunrise': 1572990661, 'sunset': 1573013145}",39600,2126199,Cherskiy,200
"{'lon': 22.23, 'lat': -10.7}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 295.15, 'pressure': 1014, 'humidity': 83, 'temp_min': 295.15, 'temp_max': 295.15, 'sea_level': 1014, 'grnd_level': 896}","{'speed': 0.67, 'deg': 96}",{'all': 74},1573025217,"{'country': 'CD', 'sunrise': 1573012731, 'sunset': 1573057831}",3600,876177,Luau,200
"{'lon': 37.97, 'lat': 55.61}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 283.15, 'pressure': 999, 'humidity': 76, 'temp_min': 282.04, 'temp_max': 284.26}",10000,"{'speed': 5, 'deg': 190}",{'all': 75},1573025218,"{'type': 1, 'id': 9020, 'country': 'RU', 'sunrise': 1573015389, 'sunset': 1573047618}",10800,515873,Oktyabrskiy,200
"{'lon': -169.92, 'lat': -19.06}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 294.15, 'pressure': 1013, 'humidity': 88, 'temp_min': 294.15, 'temp_max': 294.15}","{'speed': 2.1, 'deg': 110}",{'all': 23},1573025218,"{'type': 1, 'id': 7306, 'country': 'NU', 'sunrise': 1572971835, 'sunset': 1573018156}",-39600,4036284,Alofi,200
"{'lon': -111.89, 'lat': 50.57}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 262.04, 'pressure': 1039, 'humidity': 86, 'temp_min': 262.04, 'temp_max': 262.04}","{'speed': 3.33, 'deg': 13}",{'3h': 0.19},{'all': 100},1573025219,"{'type': 3, 'id': 20964, 'country': 'CA', 'sunrise': 1573050418, 'sunset': 1573084525}",-25200,5909514,Brooks,200
"{'lon': 122.67, 'lat': 11}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,"{'temp': 301.74, 'pressure': 1004, 'humidity': 77, 'temp_min': 301.74, 'temp_max': 301.74, 'sea_level': 1004, 'grnd_level': 988}","{'speed': 6.26, 'deg': 214}",{'3h': 4.25},{'all': 61},1573025219,"{'country': 'PH', 'sunrise': 1572990120, 'sunset': 1573032230}",28800,1714733,Dingle,200
"{'lon': -109.91, 'lat': 22.89}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 296.68, 'pressure': 1011, 'humidity': 87, 'temp_min': 294.82, 'temp_max': 297.59}","{'speed': 3.72, 'deg': 330}",{'all': 99},1573025219,"{'type': 3, 'id': 2005693, 'country': 'MX', 'sunrise': 1573046836, 'sunset': 1573087155}",-25200,3985710,Cabo San Lucas,200
"{'lon': 114.09, 'lat': 71.97}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,"{'temp': 249.39, 'pressure': 1022, 'humidity': 95, 'temp_min': 249.39, 'temp_max': 249.39, 'sea_level': 1022, 'grnd_level': 1011}","{'speed': 3, 'deg': 171}",{'all': 11},1573025220,"{'country': 'RU', 'sunrise': 1573004865, 'sunset': 1573021602}",32400,2017155,Saskylakh,200
"{'lon': -42.02, 'lat': -22.97}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 296.54, 'pressure': 1012, 'humidity': 94, 'temp_min': 296.54, 'temp_max': 296.54, 'sea_level': 1012, 'grnd_level': 1012}","{'speed': 7.6, 'deg': 263}",{'3h': 1.5},{'all': 100},1573025151,"{'country': 'BR', 'sunrise': 1573027207, 'sunset': 1573074196}",-10800,3471451,Arraial do Cabo,200
"{'lon': 65.93, 'lat': 36.22}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,"{'temp': 277.2, 'pressure': 1026, 'humidity': 56, 'temp_min': 277.2, 'temp_max': 277.2, 'sea_level': 1026, 'grnd_level': 860}","{'speed': 1.99, 'deg': 29}",{'all': 15},1573025220,"{'country': 'AF', 'sunrise': 1573005809, 'sunset': 1573043777}",16200,1127110,Sar-e Pul,200
"{'lon': 0.11, 'lat': 38.84}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 287.59, 'pressure': 1012, 'humidity': 49, 'temp_min': 285.37, 'temp_max': 289.26}","{'speed': 3.13, 'deg': 276, 'gust': 8.05}",{},{'all': 0},1573025058,"{'type': 3, 'id': 2010124, 'country': 'ES', 'sunrise': 1573021898, 'sunset': 1573059282}",3600,2518878,Denia,200
"{'lon': 92.31, 'lat': 20.86}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 306.42, 'pressure': 1008, 'humidity': 40, 'temp_min': 306.42, 'temp_max': 306.42, 'sea_level': 1008, 'grnd_level': 997}","{'speed': 0.99, 'deg': 220}",{'all': 45},1573025221,"{'country': 'BD', 'sunrise': 1572998126, 'sunset': 1573038797}",21600,1185095,Teknaf,200
"{'lon': -151.75, 'lat': -16.48}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 300.28, 'pressure': 1014, 'humidity': 75, 'temp_min': 300.28, 'temp_max': 300.28, 'sea_level': 1014, 'grnd_level': 1013}","{'speed': 4.32, 'deg': 99}",{'3h': 3},{'all': 18},1573025221,"{'country': 'PF', 'sunrise': 1572967672, 'sunset': 1573013598}",-36000,4034551,Faanui,200
"{'lon': 40.53, 'lat': 57.18}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 283.15, 'pressure': 994, 'humidity': 81, 'temp_min': 283.15, 'temp_max': 283.15}",10000,"{'speed': 7, 'deg': 230}",{'all': 90},1573025221,"{'type': 1, 'id': 9023, 'country': 'RU', 'sunrise': 1573015138, 'sunset': 1573046640}",10800,509278,Pistsovo,200
"{'lon': -90.35, 'lat': -0.74}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 293.71, 'pressure': 1012, 'humidity': 92, 'temp_min': 293.71, 'temp_max': 293.71}","{'speed': 1.34, 'deg': 165, 'gust': 3.13}",{},{'all': 8},1573025222,"{'type': 3, 'id': 2005652, 'country': 'EC', 'sunrise': 1573040443, 'sunset': 1573084159}",-21600,3652764,Puerto Ayora,200
"{'lon': 115.35, 'lat': -33.64}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 296.3, 'pressure': 1014, 'humidity': 34, 'temp_min': 295.93, 'temp_max': 296.48}","{'speed': 5.64, 'deg': 272}",{'all': 4},1573025222,"{'type': 3, 'id': 2011706, 'country': 'AU', 'sunrise': 1572988474, 'sunset': 1573037389}",28800,2075265,Busselton,200
"{'lon': 73.08, 'lat': -0.6}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 301.12, 'pressure': 1012, 'humidity': 72, 'temp_min': 301.12, 'temp_max': 301.12, 'sea_level': 1012, 'grnd_level': 1012}","{'speed': 3.44, 'deg': 203}",{'all': 81},1573025222,"{'country': 'MV', 'sunrise': 1573001229, 'sunset': 1573044925}",18000,1282256,Hithadhoo,200
"{'lon': 125.41, 'lat': -8.93}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 299.18, 'pressure': 1007, 'humidity': 51, 'temp_min': 299.18, 'temp_max': 299.18, 'sea_level': 1007, 'grnd_level': 902}","{'speed': 3.61, 'deg': 145}",{'3h': 0.13},{'all': 40},1573025222,"{'country': 'TL', 'sunrise': 1572988096, 'sunset': 1573032938}",32400,1651810,Airai,200
"{'lon': 153.24, 'lat': -28.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 295.6, 'pressure': 1009, 'humidity': 43, 'temp_min': 294.26, 'temp_max': 297.15}",10000,"{'speed': 7.7, 'deg': 50}",{'all': 0},1573025223,"{'type': 1, 'id': 9537, 'country': 'AU', 'sunrise': 1572979842, 'sunset': 1573027833}",39600,2160063,Codrington,200
"{'lon': 22.27, 'lat': -5.47}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 295.92, 'pressure': 1012, 'humidity': 92, 'temp_min': 295.92, 'temp_max': 295.92, 'sea_level': 1012, 'grnd_level': 946}","{'speed': 0.66, 'deg': 256}",{'all': 100},1573025223,"{'country': 'CD', 'sunrise': 1573013089, 'sunset': 1573057454}",7200,217389,Demba,200
"{'lon': 120.94, 'lat': 11.15}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,"{'temp': 302.16, 'pressure': 1004, 'humidity': 77, 'temp_min': 302.16, 'temp_max': 302.16, 'sea_level': 1004, 'grnd_level': 1004}","{'speed': 13.39, 'deg': 213}",{'3h': 3.63},{'all': 100},1573025223,"{'country': 'PH', 'sunrise': 1572990545, 'sunset': 1573032634}",28800,1731798,Agutaya,200
"{'lon': -60.23, 'lat': -38.31}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 284.58, 'pressure': 1012, 'humidity': 35, 'temp_min': 284.58, 'temp_max': 284.58, 'sea_level': 1012, 'grnd_level': 1003}","{'speed': 4.77, 'deg': 328}",{'all': 0},1573025224,"{'country': 'AR', 'sunrise': 1573030070, 'sunset': 1573080074}",-10800,3833859,Barrow,200
"{'lon': -70.76, 'lat': 7.08}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 296.12, 'pressure': 1011, 'humidity': 97, 'temp_min': 296.12, 'temp_max': 296.12, 'sea_level': 1011, 'grnd_level': 994}","{'speed': 1.34, 'deg': 354}",{'all': 100},1573025224,"{'country': 'VE', 'sunrise': 1573036279, 'sunset': 1573078920}",-18000,3689718,Arauca,200
"{'lon': -89.07, 'lat': 21.05}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 298.33, 'pressure': 1017, 'humidity': 88, 'temp_min': 298.15, 'temp_max': 298.71}",11265,"{'speed': 2.6, 'deg': 80}",{'all': 5},1573025224,"{'type': 1, 'id': 7140, 'country': 'MX', 'sunrise': 1573041688, 'sunset': 1573082300}",-21600,3526662,Teya,200
"{'lon': 156.12, 'lat': 50.68}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,"{'temp': 274.09, 'pressure': 992, 'humidity': 91, 'temp_min': 274.09, 'temp_max': 274.09, 'sea_level': 992, 'grnd_level': 954}","{'speed': 3.22, 'deg': 283}",{'3h': 0.19},{'all': 53},1573025225,"{'country': 'RU', 'sunrise': 1572986037, 'sunset': 1573020255}",39600,2121385,Severo-Kurilsk,200
"{'lon': -6.59, 'lat': 62.23}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 275.15, 'pressure': 1007, 'humidity': 80, 'temp_min': 275.15, 'temp_max': 275.15}",10000,"{'speed': 7.2, 'deg': 350}",{'all': 100},1573025225,"{'type': 1, 'id': 1596, 'country': 'FO', 'sunrise': 1573027934, 'sunset': 1573056462}",0,2618795,Klaksvik,200
"{'lon': 56.57, 'lat': 29.93}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 289.15, 'pressure': 1025, 'humidity': 18, 'temp_min': 289.15, 'temp_max': 289.15}",10000,"{'speed': 2.1, 'deg': 280}",{'all': 0},1573025225,"{'type': 1, 'id': 7478, 'country': 'IR', 'sunrise': 1573007454, 'sunset': 1573046624}",12600,124647,Bardsir,200
"{'lon': 150.8, 'lat': -2.57}","[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",model,"{'temp': 299.45, 'pressure': 1003, 'humidity': 87, 'temp_min': 299.45, 'temp_max': 299.45, 'sea_level': 1003, 'grnd_level': 1002}","{'speed': 12.63, 'deg': 186}",{'3h': 19.38},{'all': 100},1573025226,"{'country': 'PG', 'sunrise': 1572982442, 'sunset': 1573026405}",36000,2094342,Kavieng,200
